41.78,-71.40
41.78,-71.41
41.78,-71.42
41.79,-71.39
41.79,-71.40
41.79,-71.41
41.79,-71.42
41.79,-71.43
41.80,-71.40
41.80,-71.41
41.80,-71.42
41.80,-71.43
41.80,-71.44
41.80,-71.45
41.80,-71.46
41.81,-71.41
41.81,-71.42
41.81,-71.43
41.81,-71.44
41.81,-71.45
41.81,-71.46
41.82,-71.39
41.82,-71.40
41.82,-71.41
41.82,-71.42
41.82,-71.43
41.82,-71.44
41.82,-71.45
41.82,-71.46
41.83,-71.39
41.83,-71.40
41.83,-71.41
41.83,-71.42
41.83,-71.43
41.83,-71.44
41.83,-71.45
41.83,-71.46
41.83,-71.47
41.84,-71.38
41.84,-71.39
41.84,-71.40
41.84,-71.41
41.84,-71.42
41.84,-71.43
41.84,-71.44
41.84,-71.45
41.84,-71.46
41.85,-71.38
41.85,-71.39
41.85,-71.40
41.85,-71.41
41.85,-71.42
41.85,-71.43
41.85,-71.44
41.85,-71.45
41.85,-71.46
41.86,-71.39
41.86,-71.40
41.86,-71.41
41.86,-71.42
41.86,-71.43
41.86,-71.44
